Date,Open,High,Low,Close,Adj Close,Volume
2017-05-22,312.799988,314.369995,306.799988,310.350006,310.350006,4329200
2017-05-23,310.459991,310.730011,303.480011,303.859985,303.859985,4318400
2017-05-24,306.510010,311.000000,305.399994,310.220001,310.220001,5033300
2017-05-25,311.019989,316.970001,307.809998,316.829987,316.829987,5014000
2017-05-26,317.279999,325.489990,316.309998,325.140015,325.140015,7802200
2017-05-30,326.000000,336.279999,325.760010,335.100006,335.100006,7782900
2017-05-31,337.690002,342.890015,335.160004,341.010010,341.010010,9963400
2017-06-01,344.000000,344.880005,337.290009,340.369995,340.369995,7608000
2017-06-02,339.769989,342.880005,335.929993,339.850006,339.850006,5590200
2017-06-05,338.500000,348.440002,334.209991,347.320007,347.320007,6784400
2017-06-06,344.700012,359.489990,339.970001,352.850006,352.850006,11086800
2017-06-07,356.339996,360.500000,355.140015,359.649994,359.649994,9398000
2017-06-08,363.750000,371.899994,360.220001,370.000000,370.000000,9009800
2017-06-09,374.420013,376.869995,354.799988,357.320007,357.320007,17261400
2017-06-12,357.989990,364.500000,350.619995,359.010010,359.010010,10517700
2017-06-13,367.619995,376.000000,366.609985,375.950012,375.950012,11807900
2017-06-14,381.089996,384.250000,376.309998,380.660004,380.660004,12818400
2017-06-15,372.500000,375.459991,366.489990,375.339996,375.339996,10426500
2017-06-16,377.980011,378.010010,370.100006,371.399994,371.399994,6731000
2017-06-19,375.000000,376.700012,367.799988,369.799988,369.799988,6549300
2017-06-20,376.670013,378.880005,369.730011,372.239990,372.239990,7409500
2017-06-21,374.350006,376.989990,368.019989,376.399994,376.399994,4837928
